german [1, 0, 0] [ 3 2 1][ 0.6533 0.5246 -0.7333 0.2667 -0.7187 -0.744 0.2185 0.1595]
german [1, 0, 0] [ 3 2 2][ 0.3067 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [1, 0, 0] [ 3 2 3][ 0.5667 0.5919 -0.1136 0.7727 -0.1753 -0.0758 0.438 0.3163]
german [1, 0, 0] [ 4 0 0][ 0.6361 0.6522 -0.0459 0.9104 -0.0396 -0.0812 0.3394 0.237]
german [1, 0, 0] [ 4 0 1][ 0.6601 0.5 -0.0 1.0 -0.0 -0.0 0.0591 0.0625]
german [1, 0, 0] [ 4 0 2][ 0.3049 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [1, 0, 0] [ 4 0 3][ 0.5526 0.6054 -0.0159 0.9594 -0.0101 -0.0007 0.4933 0.3582]
german [1, 0, 0] [ 4 1 0][ 0.7044 0.5395 -0.4101 0.5784 -0.3207 -0.5425 0.1334 0.1051]
german [1, 0, 0] [ 4 1 1][ 1.0 1.0 -0.1287 0.8397 -0.0 -0.0 0.0 0.0]
german [1, 0, 0] [ 4 1 2][ 0.3115 0.5048 -0.0094 0.0 -0.0127 -0.0063 1.1605 1.0957]
german [1, 0, 0] [ 4 1 3][ 1.0 1.0 -0.0584 0.9159 -0.0 -0.0 0.0 0.0]
german [1, 0, 0] [ 4 2 0][ 0.5347 0.6324 -0.1857 0.4891 -0.2272 -0.1942 0.5759 0.4147]
german [1, 0, 0] [ 4 2 1][ 0.592 0.5472 0.1926 1.338 0.2199 0.1933 0.3345 0.2404]
german [1, 0, 0] [ 4 2 2][ 0.3049 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [1, 0, 0] [ 4 2 3][ 0.5526 0.6054 -0.0159 0.9594 -0.0101 -0.0007 0.4933 0.3582]
german [0, 0 ,1] [ 0 0 0][ 0.5 0.5591 -0.176 0.5769 0.0466 -0.1864 0.5739 0.4337]
german [0, 0 ,1] [ 0 0 1][ 0.6867 0.54 -0.28 0.72 -0.1538 -0.2853 0.0712 0.0698]
german [0, 0 ,1] [ 0 0 2][ 0.3067 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [0, 0 ,1] [ 0 0 3][ 0.5733 0.6149 0.0298 1.0719 0.0736 0.0104 0.453 0.3251]
german [0, 0 ,1] [ 0 1 0][ 0.7267 0.5648 -0.2621 0.7083 -0.16 -0.2586 0.1334 0.1051]
german [0, 0 ,1] [ 0 1 1][ 1.0 1.0 -0.2346 0.701 -0.0 -0.0 0.0 0.0]
german [0, 0 ,1] [ 0 1 2][ 0.2933 0.454 0.2183 7.875 0.0507 0.219 1.1338 1.1263]
german [0, 0 ,1] [ 0 1 3][ 1.0 1.0 -0.0 1.0 -0.0 -0.0 0.0 0.0]
german [0, 0 ,1] [ 0 2 0][ 0.5467 0.5892 -0.3735 0.2588 -0.3609 -0.3716 0.4954 0.3616]
german [0, 0 ,1] [ 0 2 1][ 0.66 0.4736 -0.5625 0.4375 -0.6154 -0.4744 0.1125 0.0939]
german [0, 0 ,1] [ 0 2 2][ 0.3067 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [0, 0 ,1] [ 0 2 3][ 0.48 0.5613 -0.0334 0.8858 0.008 -0.0529 0.6395 0.4924]
german [0, 0 ,1] [ 1 0 0][ 0.5 0.573 -0.144 0.625 0.0679 -0.1435 0.5931 0.4486]
german [0, 0 ,1] [ 1 0 1][ 0.6867 0.54 -0.28 0.72 -0.1538 -0.2853 0.0712 0.0698]
german [0, 0 ,1] [ 1 0 2][ 0.3067 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [0, 0 ,1] [ 1 0 3][ 0.5733 0.6149 0.0298 1.0719 0.0736 0.0104 0.453 0.3251]
german [0, 0 ,1] [ 1 1 0][ 0.7267 0.5648 -0.2621 0.7083 -0.16 -0.2586 0.1334 0.1051]
german [0, 0 ,1] [ 1 1 1][ 1.0 1.0 -0.2346 0.701 -0.0 -0.0 0.0 0.0]
german [0, 0 ,1] [ 1 1 2][ 0.3133 0.5048 -0.0079 0.0 -0.0109 -0.0054 1.1605 1.0957]
german [0, 0 ,1] [ 1 1 3][ 1.0 1.0 -0.2121 0.7021 -0.0 -0.0 0.0 0.0]
german [0, 0 ,1] [ 1 2 0][ 0.5467 0.5892 -0.3735 0.2588 -0.3609 -0.3716 0.4954 0.3616]
german [0, 0 ,1] [ 1 2 1][ 0.66 0.4736 -0.5625 0.4375 -0.6154 -0.4744 0.1125 0.0939]
german [0, 0 ,1] [ 1 2 2][ 0.3067 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [0, 0 ,1] [ 1 2 3][ 0.5733 0.6149 0.0298 1.0719 0.0736 0.0104 0.453 0.3251]
german [0, 0 ,1] [ 2 0 0][ 0.64 0.4834 0.072 1.0849 -0.0049 0.0782 0.1694 0.1287]
german [0, 0 ,1] [ 2 0 1][ 0.68 0.5067 0.0391 1.0407 0.0333 0.043 0.0781 0.0737]
german [0, 0 ,1] [ 2 0 2][ 0.3067 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [0, 0 ,1] [ 2 0 3][ 0.6533 0.4873 0.0051 1.0054 -0.0473 0.0027 0.106 0.0899]
german [0, 0 ,1] [ 2 1 0][ 0.7133 0.5365 0.1077 1.1207 0.0808 0.1372 0.1086 0.0913]
german [0, 0 ,1] [ 2 1 1][ 0.96 0.9268 0.2823 1.3933 -0.0 0.5 0.0141 0.0178]
german [0, 0 ,1] [ 2 1 2][ 0.3133 0.5048 -0.0079 0.0 -0.0109 -0.0054 1.1605 1.0957]
german [0, 0 ,1] [ 2 1 3][ 1.0 1.0 -0.2121 0.7021 -0.0 -0.0 0.0 0.0]
german [0, 0 ,1] [ 2 2 0][ 0.6133 0.5645 -0.194 0.7204 -0.1568 -0.1657 0.2604 0.1882]
german [0, 0 ,1] [ 2 2 1][ 0.68 0.5646 0.1969 1.2451 0.1461 0.2309 0.1452 0.1135]
german [0, 0 ,1] [ 2 2 2][ 0.3 0.4588 0.4583 458333333.3142 0.4167 0.4583 1.1135 1.0928]
german [0, 0 ,1] [ 2 2 3][ 0.5533 0.6 -0.0813 0.8039 -0.093 -0.0729 0.4846 0.3522]
german [0, 0 ,1] [ 3 0 0][ 0.7 0.5886 -0.6645 0.2465 -0.6205 -0.6579 0.184 0.1359]
german [0, 0 ,1] [ 3 0 1][ 0.64 0.544 -0.5882 0.4118 -0.3333 -0.6042 0.0794 0.0739]
german [0, 0 ,1] [ 3 0 2][ 0.3067 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [0, 0 ,1] [ 3 0 3][ 0.4067 0.5479 0.0432 1.2932 -0.001 0.0717 0.8569 0.713]
german [0, 0 ,1] [ 3 1 0][ 0.66 0.544 -0.4231 0.5769 -0.3636 -0.4152 0.0855 0.0779]
german [0, 0 ,1] [ 3 1 1][ 1.0 1.0 0.0227 1.0303 -0.0 -0.0 0.0 0.0]
german [0, 0 ,1] [ 3 1 2][ 0.26 0.3875 0.4444 9.0 0.2174 0.4249 1.1135 1.1154]
german [0, 0 ,1] [ 3 1 3][ 1.0 1.0 -0.0875 0.8672 -0.0 -0.0 0.0 0.0]
german [0, 0 ,1] [ 3 2 0][ 0.54 0.5901 -0.4345 0.0785 -0.4802 -0.4067 0.5062 0.3713]
german [0, 0 ,1] [ 3 2 1][ 0.6867 0.5091 -0.8 0.2 -0.8 -0.8 0.1108 0.0929]
german [0, 0 ,1] [ 3 2 2][ 0.3067 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [0, 0 ,1] [ 3 2 3][ 0.54 0.6016 -0.1728 0.5795 -0.0938 -0.1398 0.524 0.3837]
german [0, 0 ,1] [ 4 0 0][ 0.5655 0.6124 -0.2031 0.5545 -0.1832 -0.1717 0.4614 0.3306]
german [0, 0 ,1] [ 4 0 1][ 0.7207 0.5124 0.0086 1.0087 -0.0 0.0147 0.0564 0.0615]
german [0, 0 ,1] [ 4 0 2][ 0.303 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [0, 0 ,1] [ 4 0 3][ 0.5258 0.5886 -0.0524 0.8332 -0.0431 -0.0683 0.5555 0.4106]
german [0, 0 ,1] [ 4 1 0][ 0.6994 0.5208 -0.1697 0.8086 -0.0776 -0.2071 0.1567 0.1198]
german [0, 0 ,1] [ 4 1 1][ 1.0 1.0 0.0696 1.1044 -0.0 -0.0 0.0 0.0]
german [0, 0 ,1] [ 4 1 2][ 0.3159 0.5027 -0.0317 0.0 -0.0326 -0.031 1.1263 1.06]
german [0, 0 ,1] [ 4 1 3][ 1.0 1.0 -0.1346 0.8024 -0.0 -0.0 0.0 0.0]
german [0, 0 ,1] [ 4 2 0][ 0.5205 0.6337 -0.2835 0.1002 -0.4239 -0.1681 0.6085 0.4413]
german [0, 0 ,1] [ 4 2 1][ 0.637 0.4623 -0.5811 0.4189 -0.6154 -0.4744 0.1125 0.0939]
german [0, 0 ,1] [ 4 2 2][ 0.303 0.5 0.0 0.0 0.0 0.0 1.182 1.1304]
german [0, 0 ,1] [ 4 2 3][ 0.5203 0.5768 -0.0324 0.9018 -0.0549 -0.03 0.5488 0.4083]
